College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
1550,"Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",130,,,,,,
1550,"Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",IT,"INFORMATION TECHNOLOGY",134,,,,,,
1550,"Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",ME,"MECHANICAL ENGINEERING",122,,,,,,
College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
1551,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",CS,"COMPUTER SCIENCE AND ENGINEERING",135,,,,,,
1551,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",129,,,,,,
1551,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",IT,"INFORMATION TECHNOLOGY",132,,,,,,
1551,"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",ME,"MECHANICAL ENGINEERING",120,,,,,,
1555,"Velammal College of Engineering, Chennai",CS,"COMPUTER SCIENCE AND ENGINEERING",141,,,,,,
1555,"Velammal College of Engineering, Chennai",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",136,,,,,,
1555,"Velammal College of Engineering, Chennai",IT,"INFORMATION TECHNOLOGY",139,,,,,,
1555,"Velammal College of Engineering, Chennai",ME,"MECHANICAL ENGINEERING",125,,,,,,
1602,"Madha Engineering College, Kundrathur, Chennai-600069",CS,"COMPUTER SCIENCE AND ENGINEERING",112,,,,,,
1602,"Madha Engineering College, Kundrathur, Chennai-600069",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",108,,,,,,
1602,"Madha Engineering College, Kundrathur, Chennai-600069",IT,"INFORMATION TECHNOLOGY",110,,,,,,
1602,"Madha Engineering College, Kundrathur, Chennai-600069",ME,"MECHANICAL ENGINEERING",106,,,,,,
1608,"Madha Institute of Engineering and Technology, Kundrathur, Chennai-600069",CS,"COMPUTER SCIENCE AND ENGINEERING",113,,,,,,
1608,"Madha Institute of Engineering and Technology, Kundrathur, Chennai-600069",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",109,,,,,,
1608,"Madha Institute of Engineering and Technology, Kundrathur, Chennai-600069",IT,"INFORMATION TECHNOLOGY",111,,,,,,
1608,"Madha Institute of Engineering and Technology, Kundrathur, Chennai-600069",ME,"MECHANICAL ENGINEERING",107,,,,,,
1611,"Saveetha Engineering College (Autonomous), Sriperumbudur Taluk, Kanchipuram District-602105",CS,"COMPUTER SCIENCE AND ENGINEERING",167,,,,,,
1611,"Saveetha Engineering College (Autonomous), Sriperumbudur Taluk, Kanchipuram District-602105",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",158,,,,,,
1611,"Saveetha Engineering College (Autonomous), Sriperumbudur Taluk, Kanchipuram District-602105",EE,"ELECTRICAL AND ELECTRONICS ENGINEERING",154,,,,,,
1611,"Saveetha Engineering College (Autonomous), Sriperumbudur Taluk, Kanchipuram District-602105",IT,"INFORMATION TECHNOLOGY",162,,,,,,
1611,"Saveetha Engineering College (Autonomous), Sriperumbudur Taluk, Kanchipuram District-602105",ME,"MECHANICAL ENGINEERING",147,,,,,,
1617,"Saveetha School of Engineering, Thandalam, Chennai-602105",CS,"COMPUTER SCIENCE AND ENGINEERING",142,,,,,,
1617,"Saveetha School of Engineering, Thandalam, Chennai-602105",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",136,,,,,,
1617,"Saveetha School of Engineering, Thandalam, Chennai-602105",IT,"INFORMATION TECHNOLOGY",139,,,,,,
1617,"Saveetha School of Engineering, Thandalam, Chennai-602105",ME,"MECHANICAL ENGINEERING",126,,,,,,
1621,"Jeppiaar Engineering College (Autonomous), Rajiv Gandhi Salai, Semmenchery, Chennai-600119",CS,"COMPUTER SCIENCE AND ENGINEERING",148,,,,,,
1621,"Jeppiaar Engineering College (Autonomous), Rajiv Gandhi Salai, Semmenchery, Chennai-600119",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",141,,,,,,
1621,"Jeppiaar Engineering College (Autonomous), Rajiv Gandhi Salai, Semmenchery, Chennai-600119",IT,"INFORMATION TECHNOLOGY",145,,,,,,
1621,"Jeppiaar Engineering College (Autonomous), Rajiv Gandhi Salai, Semmenchery, Chennai-600119",ME,"MECHANICAL ENGINEERING",132,,,,,,
1623,"Jeppiaar Maamallan Engineering College, Sriperumbudur Taluk, Kanchipuram District-602105",CS,"COMPUTER SCIENCE AND ENGINEERING",120,,,,,,
1623,"Jeppiaar Maamallan Engineering College, Sriperumbudur Taluk, Kanchipuram District-602105",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",115,,,,,,
1623,"Jeppiaar Maamallan Engineering College, Sriperumbudur Taluk, Kanchipuram District-602105",IT,"INFORMATION TECHNOLOGY",118,,,,,,
1623,"Jeppiaar Maamallan Engineering College, Sriperumbudur Taluk, Kanchipuram District-602105",ME,"MECHANICAL ENGINEERING",111,,,,,,
1625,"Agni College of Technology, Thalambur, Chennai-600130",CS,"COMPUTER SCIENCE AND ENGINEERING",123,,,,,,
1625,"Agni College of Technology, Thalambur, Chennai-600130",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",118,,,,,,
1625,"Agni College of Technology, Thalambur, Chennai-600130",IT,"INFORMATION TECHNOLOGY",121,,,,,,
1625,"Agni College of Technology, Thalambur, Chennai-600130",ME,"MECHANICAL ENGINEERING",114,,,,,,
1627,"St.Joseph’s Institute of Technology, Old Mamallapuram Road, Semmenchery, Chennai-600119",CS,"COMPUTER SCIENCE AND ENGINEERING",146,,,,,,
1627,"St.Joseph’s Institute of Technology, Old Mamallapuram Road, Semmenchery, Chennai-600119",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",140,,,,,,
1627,"St.Joseph’s Institute of Technology, Old Mamallapuram Road, Semmenchery, Chennai-600119",IT,"INFORMATION TECHNOLOGY",143,,,,,,
1627,"St.Joseph’s Institute of Technology, Old Mamallapuram Road, Semmenchery, Chennai-600119",ME,"MECHANICAL ENGINEERING",130,,,,,,
1633,"Jeppiaar Institute of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",CS,"COMPUTER SCIENCE AND ENGINEERING",119,,,,,,
1633,"Jeppiaar Institute of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",114,,,,,,
1633,"Jeppiaar Institute of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",IT,"INFORMATION TECHNOLOGY",117,,,,,,
1633,"Jeppiaar Institute of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",ME,"MECHANICAL ENGINEERING",110,,,,,,
College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
1636,"Sri Muthukumaran Institute of Technology, Mangadu, Chennai-600069",CS,"COMPUTER SCIENCE AND ENGINEERING",121,,,,,,
1636,"Sri Muthukumaran Institute of Technology, Mangadu, Chennai-600069",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",116,,,,,,
1636,"Sri Muthukumaran Institute of Technology, Mangadu, Chennai-600069",IT,"INFORMATION TECHNOLOGY",119,,,,,,
1636,"Sri Muthukumaran Institute of Technology, Mangadu, Chennai-600069",ME,"MECHANICAL ENGINEERING",112,,,,,,
1640,"St. Peter’s College of Engineering and Technology, Avadi, Chennai-600054",CS,"COMPUTER SCIENCE AND ENGINEERING",124,,,,,,
1640,"St. Peter’s College of Engineering and Technology, Avadi, Chennai-600054",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",119,,,,,,
1640,"St. Peter’s College of Engineering and Technology, Avadi, Chennai-600054",IT,"INFORMATION TECHNOLOGY",122,,,,,,
1640,"St. Peter’s College of Engineering and Technology, Avadi, Chennai-600054",ME,"MECHANICAL ENGINEERING",114,,,,,,
1642,"Sri Ramanujar Engineering College, Vandalur, Chennai-600048",CS,"COMPUTER SCIENCE AND ENGINEERING",118,,,,,,
1642,"Sri Ramanujar Engineering College, Vandalur, Chennai-600048",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",113,,,,,,
1642,"Sri Ramanujar Engineering College, Vandalur, Chennai-600048",IT,"INFORMATION TECHNOLOGY",115,,,,,,
1642,"Sri Ramanujar Engineering College, Vandalur, Chennai-600048",ME,"MECHANICAL ENGINEERING",110,,,,,,
1645,"Bharath Institute of Higher Education and Research, Selaiyur, Chennai-600073",CS,"COMPUTER SCIENCE AND ENGINEERING",135,,,,,,
1645,"Bharath Institute of Higher Education and Research, Selaiyur, Chennai-600073",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",129,,,,,,
1645,"Bharath Institute of Higher Education and Research, Selaiyur, Chennai-600073",IT,"INFORMATION TECHNOLOGY",132,,,,,,
1645,"Bharath Institute of Higher Education and Research, Selaiyur, Chennai-600073",ME,"MECHANICAL ENGINEERING",120,,,,,,
1650,"Sri Venkateswaraa College of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",CS,"COMPUTER SCIENCE AND ENGINEERING",122,,,,,,
1650,"Sri Venkateswaraa College of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",117,,,,,,
1650,"Sri Venkateswaraa College of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",IT,"INFORMATION TECHNOLOGY",120,,,,,,
1650,"Sri Venkateswaraa College of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",ME,"MECHANICAL ENGINEERING",112,,,,,,
1652,"Sri Krishna Institute of Technology, Panapakkam, Chennai-601301",CS,"COMPUTER SCIENCE AND ENGINEERING",115,,,,,,
1652,"Sri Krishna Institute of Technology, Panapakkam, Chennai-601301",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",110,,,,,,
1652,"Sri Krishna Institute of Technology, Panapakkam, Chennai-601301",IT,"INFORMATION TECHNOLOGY",113,,,,,,
1652,"Sri Krishna Institute of Technology, Panapakkam, Chennai-601301",ME,"MECHANICAL ENGINEERING",107,,,,,,
1655,"Sri Venkateswara College of Engineering and Technology, Thiruvallur District",CS,"COMPUTER SCIENCE AND ENGINEERING",119,,,,,,
1655,"Sri Venkateswara College of Engineering and Technology, Thiruvallur District",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",114,,,,,,
1655,"Sri Venkateswara College of Engineering and Technology, Thiruvallur District",IT,"INFORMATION TECHNOLOGY",116,,,,,,
1655,"Sri Venkateswara College of Engineering and Technology, Thiruvallur District",ME,"MECHANICAL ENGINEERING",110,,,,,,
1660,"Sri Balaji Chokkalingam Engineering College, Arni, Thiruvannamalai District-632317",CS,"COMPUTER SCIENCE AND ENGINEERING",117,,,,,,
1660,"Sri Balaji Chokkalingam Engineering College, Arni, Thiruvannamalai District-632317",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",111,,,,,,
1660,"Sri Balaji Chokkalingam Engineering College, Arni, Thiruvannamalai District-632317",IT,"INFORMATION TECHNOLOGY",114,,,,,,
1660,"Sri Balaji Chokkalingam Engineering College, Arni, Thiruvannamalai District-632317",ME,"MECHANICAL ENGINEERING",108,,,,,,
1665,"Sri Krishna Engineering and Technology, Kanchipuram District",CS,"COMPUTER SCIENCE AND ENGINEERING",121,,,,,,
1665,"Sri Krishna Engineering and Technology, Kanchipuram District",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",116,,,,,,
1665,"Sri Krishna Engineering and Technology, Kanchipuram District",IT,"INFORMATION TECHNOLOGY",119,,,,,,
1665,"Sri Krishna Engineering and Technology, Kanchipuram District",ME,"MECHANICAL ENGINEERING",112,,,,,,
1670,"Sri Sairam Engineering College, Chennai-600044",CS,"COMPUTER SCIENCE AND ENGINEERING",165,,,,,,
1670,"Sri Sairam Engineering College, Chennai-600044",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",157,,,,,,
1670,"Sri Sairam Engineering College, Chennai-600044",EE,"ELECTRICAL AND ELECTRONICS ENGINEERING",152,,,,,,
1670,"Sri Sairam Engineering College, Chennai-600044",IT,"INFORMATION TECHNOLOGY",160,,,,,,
1670,"Sri Sairam Engineering College, Chennai-600044",ME,"MECHANICAL ENGINEERING",145,,,,,,
College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
1671,"Sri Sairam Institute of Technology (Autonomous), Sai Leo Nagar, West Tambaram, Chennai-600044",CS,"COMPUTER SCIENCE AND ENGINEERING",147,,,,,,
1671,"Sri Sairam Institute of Technology (Autonomous), Sai Leo Nagar, West Tambaram, Chennai-600044",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",141,,,,,,
1671,"Sri Sairam Institute of Technology (Autonomous), Sai Leo Nagar, West Tambaram, Chennai-600044",IT,"INFORMATION TECHNOLOGY",144,,,,,,
1671,"Sri Sairam Institute of Technology (Autonomous), Sai Leo Nagar, West Tambaram, Chennai-600044",ME,"MECHANICAL ENGINEERING",132,,,,,,
1673,"Sri Venkateswaraa College of Engineering, Sriperumbudur Taluk, Kanchipuram District-602105",CS,"COMPUTER SCIENCE AND ENGINEERING",121,,,,,,
1673,"Sri Venkateswaraa College of Engineering, Sriperumbudur Taluk, Kanchipuram District-602105",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",116,,,,,,
1673,"Sri Venkateswaraa College of Engineering, Sriperumbudur Taluk, Kanchipuram District-602105",IT,"INFORMATION TECHNOLOGY",118,,,,,,
1673,"Sri Venkateswaraa College of Engineering, Sriperumbudur Taluk, Kanchipuram District-602105",ME,"MECHANICAL ENGINEERING",112,,,,,,
1675,"Sri Krishna Engineering College, Panapakkam, Kanchipuram District",CS,"COMPUTER SCIENCE AND ENGINEERING",119,,,,,,
1675,"Sri Krishna Engineering College, Panapakkam, Kanchipuram District",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",113,,,,,,
1675,"Sri Krishna Engineering College, Panapakkam, Kanchipuram District",IT,"INFORMATION TECHNOLOGY",115,,,,,,
1675,"Sri Krishna Engineering College, Panapakkam, Kanchipuram District",ME,"MECHANICAL ENGINEERING",110,,,,,,
1677,"Sri Ramanujar Institute of Technology, Chennai",CS,"COMPUTER SCIENCE AND ENGINEERING",123,,,,,,
1677,"Sri Ramanujar Institute of Technology, Chennai",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",118,,,,,,
1677,"Sri Ramanujar Institute of Technology, Chennai",IT,"INFORMATION TECHNOLOGY",121,,,,,,
1677,"Sri Ramanujar Institute of Technology, Chennai",ME,"MECHANICAL ENGINEERING",114,,,,,,
1680,"Sri Krishna Engineering College, Thiruvallur District",CS,"COMPUTER SCIENCE AND ENGINEERING",116,,,,,,
1680,"Sri Krishna Engineering College, Thiruvallur District",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",111,,,,,,
1680,"Sri Krishna Engineering College, Thiruvallur District",IT,"INFORMATION TECHNOLOGY",114,,,,,,
1680,"Sri Krishna Engineering College, Thiruvallur District",ME,"MECHANICAL ENGINEERING",108,,,,,,
1683,"Sri Krishna Institute of Technology, Chennai",CS,"COMPUTER SCIENCE AND ENGINEERING",120,,,,,,
1683,"Sri Krishna Institute of Technology, Chennai",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",115,,,,,,
1683,"Sri Krishna Institute of Technology, Chennai",IT,"INFORMATION TECHNOLOGY",117,,,,,,
1683,"Sri Krishna Institute of Technology, Chennai",ME,"MECHANICAL ENGINEERING",110,,,,,,
1685,"Sri Venkateswara Engineering College, Thiruvallur",CS,"COMPUTER SCIENCE AND ENGINEERING",119,,,,,,
1685,"Sri Venkateswara Engineering College, Thiruvallur",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",114,,,,,,
1685,"Sri Venkateswara Engineering College, Thiruvallur",IT,"INFORMATION TECHNOLOGY",116,,,,,,
1685,"Sri Venkateswara Engineering College, Thiruvallur",ME,"MECHANICAL ENGINEERING",111,,,,,,
1688,"Sri Krishna Institute of Technology, Vellore",CS,"COMPUTER SCIENCE AND ENGINEERING",118,,,,,,
1688,"Sri Krishna Institute of Technology, Vellore",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",113,,,,,,
1688,"Sri Krishna Institute of Technology, Vellore",IT,"INFORMATION TECHNOLOGY",115,,,,,,
1688,"Sri Krishna Institute of Technology, Vellore",ME,"MECHANICAL ENGINEERING",110,,,,,,
1690,"Sri Venkateswara College of Engineering and Technology, Vellore District",CS,"COMPUTER SCIENCE AND ENGINEERING",122,,,,,,
1690,"Sri Venkateswara College of Engineering and Technology, Vellore District",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",117,,,,,,
1690,"Sri Venkateswara College of Engineering and Technology, Vellore District",IT,"INFORMATION TECHNOLOGY",120,,,,,,
1690,"Sri Venkateswara College of Engineering and Technology, Vellore District",ME,"MECHANICAL ENGINEERING",112,,,,,,
1693,"Sri Krishna Engineering College, Tiruvannamalai District",CS,"COMPUTER SCIENCE AND ENGINEERING",119,,,,,,
1693,"Sri Krishna Engineering College, Tiruvannamalai District",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",114,,,,,,
1693,"Sri Krishna Engineering College, Tiruvannamalai District",IT,"INFORMATION TECHNOLOGY",116,,,,,,
1693,"Sri Krishna Engineering College, Tiruvannamalai District",ME,"MECHANICAL ENGINEERING",111,,,,,,
1695,"Sri Krishna Institute of Technology, Tiruvannamalai",CS,"COMPUTER SCIENCE AND ENGINEERING",118,,,,,,
1695,"Sri Krishna Institute of Technology, Tiruvannamalai",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",113,,,,,,
1695,"Sri Krishna Institute of Technology, Tiruvannamalai",IT,"INFORMATION TECHNOLOGY",115,,,,,,
1695,"Sri Krishna Institute of Technology, Tiruvannamalai",ME,"MECHANICAL ENGINEERING",110,,,,,,
College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
1698,"Sri Krishna Engineering College, Kallakurichi District",CS,"COMPUTER SCIENCE AND ENGINEERING",117,,,,,,
1698,"Sri Krishna Engineering College, Kallakurichi District",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",112,,,,,,
1698,"Sri Krishna Engineering College, Kallakurichi District",IT,"INFORMATION TECHNOLOGY",114,,,,,,
1698,"Sri Krishna Engineering College, Kallakurichi District",ME,"MECHANICAL ENGINEERING",109,,,,,,
1700,"Sri Venkateswara Engineering Institute, Kallakurichi",CS,"COMPUTER SCIENCE AND ENGINEERING",119,,,,,,
1700,"Sri Venkateswara Engineering Institute, Kallakurichi",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",114,,,,,,
1700,"Sri Venkateswara Engineering Institute, Kallakurichi",IT,"INFORMATION TECHNOLOGY",116,,,,,,
1700,"Sri Venkateswara Engineering Institute, Kallakurichi",ME,"MECHANICAL ENGINEERING",111,,,,,,
1702,"Sri Krishna Institute of Technology, Kallakurichi",CS,"COMPUTER SCIENCE AND ENGINEERING",118,,,,,,
1702,"Sri Krishna Institute of Technology, Kallakurichi",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",113,,,,,,
1702,"Sri Krishna Institute of Technology, Kallakurichi",IT,"INFORMATION TECHNOLOGY",115,,,,,,
1702,"Sri Krishna Institute of Technology, Kallakurichi",ME,"MECHANICAL ENGINEERING",110,,,,,,
1705,"Sri Krishna Engineering College, Villupuram",CS,"COMPUTER SCIENCE AND ENGINEERING",116,,,,,,
1705,"Sri Krishna Engineering College, Villupuram",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",111,,,,,,
1705,"Sri Krishna Engineering College, Villupuram",IT,"INFORMATION TECHNOLOGY",113,,,,,,
1705,"Sri Krishna Engineering College, Villupuram",ME,"MECHANICAL ENGINEERING",108,,,,,,
1708,"Sri Venkateswara College of Engineering, Villupuram District",CS,"COMPUTER SCIENCE AND ENGINEERING",121,,,,,,
1708,"Sri Venkateswara College of Engineering, Villupuram District",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",116,,,,,,
1708,"Sri Venkateswara College of Engineering, Villupuram District",IT,"INFORMATION TECHNOLOGY",119,,,,,,
1708,"Sri Venkateswara College of Engineering, Villupuram District",ME,"MECHANICAL ENGINEERING",112,,,,,,
1710,"Sri Krishna Institute of Technology, Villupuram District",CS,"COMPUTER SCIENCE AND ENGINEERING",117,,,,,,
1710,"Sri Krishna Institute of Technology, Villupuram District",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",112,,,,,,
1710,"Sri Krishna Institute of Technology, Villupuram District",IT,"INFORMATION TECHNOLOGY",114,,,,,,
1710,"Sri Krishna Institute of Technology, Villupuram District",ME,"MECHANICAL ENGINEERING",109,,,,,,
1712,"Sri Krishna Engineering Institute, Villupuram",CS,"COMPUTER SCIENCE AND ENGINEERING",118,,,,,,
1712,"Sri Krishna Engineering Institute, Villupuram",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",113,,,,,,
1712,"Sri Krishna Engineering Institute, Villupuram",IT,"INFORMATION TECHNOLOGY",115,,,,,,
1712,"Sri Krishna Engineering Institute, Villupuram",ME,"MECHANICAL ENGINEERING",110,,,,,,
1715,"Sri Krishna Engineering College, Cuddalore",CS,"COMPUTER SCIENCE AND ENGINEERING",116,,,,,,
1715,"Sri Krishna Engineering College, Cuddalore",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",111,,,,,,
1715,"Sri Krishna Engineering College, Cuddalore",IT,"INFORMATION TECHNOLOGY",113,,,,,,
1715,"Sri Krishna Engineering College, Cuddalore",ME,"MECHANICAL ENGINEERING",108,,,,,,
1718,"Sri Venkateswara Institute of Technology, Cuddalore District",CS,"COMPUTER SCIENCE AND ENGINEERING",120,,,,,,
1718,"Sri Venkateswara Institute of Technology, Cuddalore District",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",115,,,,,,
1718,"Sri Venkateswara Institute of Technology, Cuddalore District",IT,"INFORMATION TECHNOLOGY",118,,,,,,
1718,"Sri Venkateswara Institute of Technology, Cuddalore District",ME,"MECHANICAL ENGINEERING",111,,,,,,
1720,"Sri Krishna Institute of Engineering, Cuddalore",CS,"COMPUTER SCIENCE AND ENGINEERING",117,,,,,,
1720,"Sri Krishna Institute of Engineering, Cuddalore",EC,"ELECTRONICS AND COMMUNICATION ENGINEERING",112,,,,,,
1720,"Sri Krishna Institute of Engineering, Cuddalore",IT,"INFORMATION TECHNOLOGY",114,,,,,,
1720,"Sri Krishna Institute of Engineering, Cuddalore",ME,"MECHANICAL ENGINEERING",109,,,,,,
