college_name,branch_name,tnea_code,category,cutoff_2024,nirf_rank_2024
"Velammal Institute of Technology, Panchetti, Ponneri Taluk, Thiruvallur District-601204",MECHANICAL ENGINEERING,1540,OC,129,999
"Velammal College of Engineering and Technology (Autonomous), Madurai-Tuticorin NH Road, Viraganoor, Madurai District-625009",COMPUTER SCIENCE AND ENGINEERING,1543,OC,145,999
"Velammal College of Engineering and Technology (Autonomous), Madurai-Tuticorin NH Road, Viraganoor, Madurai District-625009",ELECTRONICS AND COMMUNICATION ENGINEERING,1543,OC,140,999
"Velammal College of Engineering and Technology (Autonomous), Madurai-Tuticorin NH Road, Viraganoor, Madurai District-625009",ELECTRICAL AND ELECTRONICS ENGINEERING,1543,OC,135,999
"Velammal College of Engineering and Technology (Autonomous), Madurai-Tuticorin NH Road, Viraganoor, Madurai District-625009",INFORMATION TECHNOLOGY,1543,OC,142,999
"Velammal College of Engineering and Technology (Autonomous), Madurai-Tuticorin NH Road, Viraganoor, Madurai District-625009",MECHANICAL ENGINEERING,1543,OC,131,999
"Velammal Institute of Technology, Thiruvallur District",COMPUTER SCIENCE AND ENGINEERING,1546,OC,133,999
"Velammal Institute of Technology, Thiruvallur District",ELECTRONICS AND COMMUNICATION ENGINEERING,1546,OC,128,999
"Velammal Institute of Technology, Thiruvallur District",ELECTRICAL AND ELECTRONICS ENGINEERING,1546,OC,125,999
"Velammal Institute of Technology, Thiruvallur District",INFORMATION TECHNOLOGY,1546,OC,131,999
"Velammal Institute of Technology, Thiruvallur District",MECHANICAL ENGINEERING,1546,OC,127,999
"Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",COMPUTER SCIENCE AND ENGINEERING,1550,OC,136,999
"Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",ELECTRONICS AND COMMUNICATION ENGINEERING,1550,OC,130,999
"Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",INFORMATION TECHNOLOGY,1550,OC,134,999
"Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",MECHANICAL ENGINEERING,1550,OC,122,999
"College Name",Branch Name,College Code,OC,NaN,999
"College Name",Branch Name,College Code,BC,NaN,999
"College Name",Branch Name,College Code,BCM,NaN,999
"College Name",Branch Name,College Code,MBC,NaN,999
"College Name",Branch Name,College Code,SC,NaN,999
"College Name",Branch Name,College Code,SCA,NaN,999
"College Name",Branch Name,College Code,ST,NaN,999
"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",COMPUTER SCIENCE AND ENGINEERING,1551,OC,135,999
"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",ELECTRONICS AND COMMUNICATION ENGINEERING,1551,OC,129,999
"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",INFORMATION TECHNOLOGY,1551,OC,132,999
"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi, Thiruvallur District-600062",MECHANICAL ENGINEERING,1551,OC,120,999
"Velammal College of Engineering, Chennai",COMPUTER SCIENCE AND ENGINEERING,1555,OC,141,999
"Velammal College of Engineering, Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,1555,OC,136,999
"Velammal College of Engineering, Chennai",INFORMATION TECHNOLOGY,1555,OC,139,999
"Velammal College of Engineering, Chennai",MECHANICAL ENGINEERING,1555,OC,125,999
"Madha Engineering College, Kundrathur, Chennai-600069",COMPUTER SCIENCE AND ENGINEERING,1602,OC,112,999
"Madha Engineering College, Kundrathur, Chennai-600069",ELECTRONICS AND COMMUNICATION ENGINEERING,1602,OC,108,999
"Madha Engineering College, Kundrathur, Chennai-600069",INFORMATION TECHNOLOGY,1602,OC,110,999
"Madha Engineering College, Kundrathur, Chennai-600069",MECHANICAL ENGINEERING,1602,OC,106,999
"Madha Institute of Engineering and Technology, Kundrathur, Chennai-600069",COMPUTER SCIENCE AND ENGINEERING,1608,OC,113,999
"Madha Institute of Engineering and Technology, Kundrathur, Chennai-600069",ELECTRONICS AND COMMUNICATION ENGINEERING,1608,OC,109,999
"Madha Institute of Engineering and Technology, Kundrathur, Chennai-600069",INFORMATION TECHNOLOGY,1608,OC,111,999
"Madha Institute of Engineering and Technology, Kundrathur, Chennai-600069",MECHANICAL ENGINEERING,1608,OC,107,999
"Saveetha Engineering College (Autonomous), Sriperumbudur Taluk, Kanchipuram District-602105",COMPUTER SCIENCE AND ENGINEERING,1611,OC,167,999
"Saveetha Engineering College (Autonomous), Sriperumbudur Taluk, Kanchipuram District-602105",ELECTRONICS AND COMMUNICATION ENGINEERING,1611,OC,158,999
"Saveetha Engineering College (Autonomous), Sriperumbudur Taluk, Kanchipuram District-602105",ELECTRICAL AND ELECTRONICS ENGINEERING,1611,OC,154,999
"Saveetha Engineering College (Autonomous), Sriperumbudur Taluk, Kanchipuram District-602105",INFORMATION TECHNOLOGY,1611,OC,162,999
"Saveetha Engineering College (Autonomous), Sriperumbudur Taluk, Kanchipuram District-602105",MECHANICAL ENGINEERING,1611,OC,147,999
"Saveetha School of Engineering, Thandalam, Chennai-602105",COMPUTER SCIENCE AND ENGINEERING,1617,OC,142,999
"Saveetha School of Engineering, Thandalam, Chennai-602105",ELECTRONICS AND COMMUNICATION ENGINEERING,1617,OC,136,999
"Saveetha School of Engineering, Thandalam, Chennai-602105",INFORMATION TECHNOLOGY,1617,OC,139,999
"Saveetha School of Engineering, Thandalam, Chennai-602105",MECHANICAL ENGINEERING,1617,OC,126,999
"Jeppiaar Engineering College (Autonomous), Rajiv Gandhi Salai, Semmenchery, Chennai-600119",COMPUTER SCIENCE AND ENGINEERING,1621,OC,148,999
"Jeppiaar Engineering College (Autonomous), Rajiv Gandhi Salai, Semmenchery, Chennai-600119",ELECTRONICS AND COMMUNICATION ENGINEERING,1621,OC,141,999
"Jeppiaar Engineering College (Autonomous), Rajiv Gandhi Salai, Semmenchery, Chennai-600119",INFORMATION TECHNOLOGY,1621,OC,145,999
"Jeppiaar Engineering College (Autonomous), Rajiv Gandhi Salai, Semmenchery, Chennai-600119",MECHANICAL ENGINEERING,1621,OC,132,999
"Jeppiaar Maamallan Engineering College, Sriperumbudur Taluk, Kanchipuram District-602105",COMPUTER SCIENCE AND ENGINEERING,1623,OC,120,999
"Jeppiaar Maamallan Engineering College, Sriperumbudur Taluk, Kanchipuram District-602105",ELECTRONICS AND COMMUNICATION ENGINEERING,1623,OC,115,999
"Jeppiaar Maamallan Engineering College, Sriperumbudur Taluk, Kanchipuram District-602105",INFORMATION TECHNOLOGY,1623,OC,118,999
"Jeppiaar Maamallan Engineering College, Sriperumbudur Taluk, Kanchipuram District-602105",MECHANICAL ENGINEERING,1623,OC,111,999
"Agni College of Technology, Thalambur, Chennai-600130",COMPUTER SCIENCE AND ENGINEERING,1625,OC,123,999
"Agni College of Technology, Thalambur, Chennai-600130",ELECTRONICS AND COMMUNICATION ENGINEERING,1625,OC,118,999
"Agni College of Technology, Thalambur, Chennai-600130",INFORMATION TECHNOLOGY,1625,OC,121,999
"Agni College of Technology, Thalambur, Chennai-600130",MECHANICAL ENGINEERING,1625,OC,114,999
"St.Joseph’s Institute of Technology, Old Mamallapuram Road, Semmenchery, Chennai-600119",COMPUTER SCIENCE AND ENGINEERING,1627,OC,146,999
"St.Joseph’s Institute of Technology, Old Mamallapuram Road, Semmenchery, Chennai-600119",ELECTRONICS AND COMMUNICATION ENGINEERING,1627,OC,140,999
"St.Joseph’s Institute of Technology, Old Mamallapuram Road, Semmenchery, Chennai-600119",INFORMATION TECHNOLOGY,1627,OC,143,999
"St.Joseph’s Institute of Technology, Old Mamallapuram Road, Semmenchery, Chennai-600119",MECHANICAL ENGINEERING,1627,OC,130,999
"Jeppiaar Institute of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",COMPUTER SCIENCE AND ENGINEERING,1633,OC,119,999
"Jeppiaar Institute of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",ELECTRONICS AND COMMUNICATION ENGINEERING,1633,OC,114,999
"Jeppiaar Institute of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",INFORMATION TECHNOLOGY,1633,OC,117,999
"Jeppiaar Institute of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",MECHANICAL ENGINEERING,1633,OC,110,999
"College Name",Branch Name,College Code,OC,NaN,999
"College Name",Branch Name,College Code,BC,NaN,999
"College Name",Branch Name,College Code,BCM,NaN,999
"College Name",Branch Name,College Code,MBC,NaN,999
"College Name",Branch Name,College Code,SC,NaN,999
"College Name",Branch Name,College Code,SCA,NaN,999
"College Name",Branch Name,College Code,ST,NaN,999
"Sri Muthukumaran Institute of Technology, Mangadu, Chennai-600069",COMPUTER SCIENCE AND ENGINEERING,1636,OC,121,999
"Sri Muthukumaran Institute of Technology, Mangadu, Chennai-600069",ELECTRONICS AND COMMUNICATION ENGINEERING,1636,OC,116,999
"Sri Muthukumaran Institute of Technology, Mangadu, Chennai-600069",INFORMATION TECHNOLOGY,1636,OC,119,999
"Sri Muthukumaran Institute of Technology, Mangadu, Chennai-600069",MECHANICAL ENGINEERING,1636,OC,112,999
"St. Peter’s College of Engineering and Technology, Avadi, Chennai-600054",COMPUTER SCIENCE AND ENGINEERING,1640,OC,124,999
"St. Peter’s College of Engineering and Technology, Avadi, Chennai-600054",ELECTRONICS AND COMMUNICATION ENGINEERING,1640,OC,119,999
"St. Peter’s College of Engineering and Technology, Avadi, Chennai-600054",INFORMATION TECHNOLOGY,1640,OC,122,999
"St. Peter’s College of Engineering and Technology, Avadi, Chennai-600054",MECHANICAL ENGINEERING,1640,OC,114,999
"Sri Ramanujar Engineering College, Vandalur, Chennai-600048",COMPUTER SCIENCE AND ENGINEERING,1642,OC,118,999
"Sri Ramanujar Engineering College, Vandalur, Chennai-600048",ELECTRONICS AND COMMUNICATION ENGINEERING,1642,OC,113,999
"Sri Ramanujar Engineering College, Vandalur, Chennai-600048",INFORMATION TECHNOLOGY,1642,OC,115,999
"Sri Ramanujar Engineering College, Vandalur, Chennai-600048",MECHANICAL ENGINEERING,1642,OC,110,999
"Bharath Institute of Higher Education and Research, Selaiyur, Chennai-600073",COMPUTER SCIENCE AND ENGINEERING,1645,OC,135,999
"Bharath Institute of Higher Education and Research, Selaiyur, Chennai-600073",ELECTRONICS AND COMMUNICATION ENGINEERING,1645,OC,129,999
"Bharath Institute of Higher Education and Research, Selaiyur, Chennai-600073",INFORMATION TECHNOLOGY,1645,OC,132,999
"Bharath Institute of Higher Education and Research, Selaiyur, Chennai-600073",MECHANICAL ENGINEERING,1645,OC,120,999
"Sri Venkateswaraa College of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",COMPUTER SCIENCE AND ENGINEERING,1650,OC,122,999
"Sri Venkateswaraa College of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",ELECTRONICS AND COMMUNICATION ENGINEERING,1650,OC,117,999
"Sri Venkateswaraa College of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",INFORMATION TECHNOLOGY,1650,OC,120,999
"Sri Venkateswaraa College of Technology, Sriperumbudur Taluk, Kanchipuram District-602105",MECHANICAL ENGINEERING,1650,OC,112,999
"Sri Krishna Institute of Technology, Panapakkam, Chennai-601301",COMPUTER SCIENCE AND ENGINEERING,1652,OC,115,999
"Sri Krishna Institute of Technology, Panapakkam, Chennai-601301",ELECTRONICS AND COMMUNICATION ENGINEERING,1652,OC,110,999
"Sri Krishna Institute of Technology, Panapakkam, Chennai-601301",INFORMATION TECHNOLOGY,1652,OC,113,999
"Sri Krishna Institute of Technology, Panapakkam, Chennai-601301",MECHANICAL ENGINEERING,1652,OC,107,999
"Sri Venkateswara College of Engineering and Technology, Thiruvallur District",COMPUTER SCIENCE AND ENGINEERING,1655,OC,119,999
"Sri Venkateswara College of Engineering and Technology, Thiruvallur District",ELECTRONICS AND COMMUNICATION ENGINEERING,1655,OC,114,999
"Sri Venkateswara College of Engineering and Technology, Thiruvallur District",INFORMATION TECHNOLOGY,1655,OC,116,999
"Sri Venkateswara College of Engineering and Technology, Thiruvallur District",MECHANICAL ENGINEERING,1655,OC,110,999
"Sri Balaji Chokkalingam Engineering College, Arni, Thiruvannamalai District-632317",COMPUTER SCIENCE AND ENGINEERING,1660,OC,117,999
"Sri Balaji Chokkalingam Engineering College, Arni, Thiruvannamalai District-632317",ELECTRONICS AND COMMUNICATION ENGINEERING,1660,OC,111,999
"Sri Balaji Chokkalingam Engineering College, Arni, Thiruvannamalai District-632317",INFORMATION TECHNOLOGY,1660,OC,114,999
"Sri Balaji Chokkalingam Engineering College, Arni, Thiruvannamalai District-632317",MECHANICAL ENGINEERING,1660,OC,108,999
"Sri Krishna Engineering and Technology, Kanchipuram District",COMPUTER SCIENCE AND ENGINEERING,1665,OC,121,999
"Sri Krishna Engineering and Technology, Kanchipuram District",ELECTRONICS AND COMMUNICATION ENGINEERING,1665,OC,116,999
"Sri Krishna Engineering and Technology, Kanchipuram District",INFORMATION TECHNOLOGY,1665,OC,119,999
"Sri Krishna Engineering and Technology, Kanchipuram District",MECHANICAL ENGINEERING,1665,OC,112,999
"Sri Sairam Engineering College, Chennai-600044",COMPUTER SCIENCE AND ENGINEERING,1670,OC,165,999
"Sri Sairam Engineering College, Chennai-600044",ELECTRONICS AND COMMUNICATION ENGINEERING,1670,OC,157,999
"Sri Sairam Engineering College, Chennai-600044",ELECTRICAL AND ELECTRONICS ENGINEERING,1670,OC,152,999
"Sri Sairam Engineering College, Chennai-600044",INFORMATION TECHNOLOGY,1670,OC,160,999
"Sri Sairam Engineering College, Chennai-600044",MECHANICAL ENGINEERING,1670,OC,145,999
"College Name",Branch Name,College Code,OC,NaN,999
"College Name",Branch Name,College Code,BC,NaN,999
"College Name",Branch Name,College Code,BCM,NaN,999
"College Name",Branch Name,College Code,MBC,NaN,999
"College Name",Branch Name,College Code,SC,NaN,999
"College Name",Branch Name,College Code,SCA,NaN,999
"College Name",Branch Name,College Code,ST,NaN,999
"Sri Sairam Institute of Technology (Autonomous), Sai Leo Nagar, West Tambaram, Chennai-600044",COMPUTER SCIENCE AND ENGINEERING,1671,OC,147,999
"Sri Sairam Institute of Technology (Autonomous), Sai Leo Nagar, West Tambaram, Chennai-600044",ELECTRONICS AND COMMUNICATION ENGINEERING,1671,OC,141,999
"Sri Sairam Institute of Technology (Autonomous), Sai Leo Nagar, West Tambaram, Chennai-600044",INFORMATION TECHNOLOGY,1671,OC,144,999
"Sri Sairam Institute of Technology (Autonomous), Sai Leo Nagar, West Tambaram, Chennai-600044",MECHANICAL ENGINEERING,1671,OC,132,999
"Sri Venkateswaraa College of Engineering, Sriperumbudur Taluk, Kanchipuram District-602105",COMPUTER SCIENCE AND ENGINEERING,1673,OC,121,999
"Sri Venkateswaraa College of Engineering, Sriperumbudur Taluk, Kanchipuram District-602105",ELECTRONICS AND COMMUNICATION ENGINEERING,1673,OC,116,999
"Sri Venkateswaraa College of Engineering, Sriperumbudur Taluk, Kanchipuram District-602105",INFORMATION TECHNOLOGY,1673,OC,118,999
"Sri Venkateswaraa College of Engineering, Sriperumbudur Taluk, Kanchipuram District-602105",MECHANICAL ENGINEERING,1673,OC,112,999
"Sri Krishna Engineering College, Panapakkam, Kanchipuram District",COMPUTER SCIENCE AND ENGINEERING,1675,OC,119,999
"Sri Krishna Engineering College, Panapakkam, Kanchipuram District",ELECTRONICS AND COMMUNICATION ENGINEERING,1675,OC,113,999
"Sri Krishna Engineering College, Panapakkam, Kanchipuram District",INFORMATION TECHNOLOGY,1675,OC,115,999
"Sri Krishna Engineering College, Panapakkam, Kanchipuram District",MECHANICAL ENGINEERING,1675,OC,110,999
"Sri Ramanujar Institute of Technology, Chennai",COMPUTER SCIENCE AND ENGINEERING,1677,OC,123,999
"Sri Ramanujar Institute of Technology, Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,1677,OC,118,999
"Sri Ramanujar Institute of Technology, Chennai",INFORMATION TECHNOLOGY,1677,OC,121,999
"Sri Ramanujar Institute of Technology, Chennai",MECHANICAL ENGINEERING,1677,OC,114,999
"Sri Krishna Engineering College, Thiruvallur District",COMPUTER SCIENCE AND ENGINEERING,1680,OC,116,999
"Sri Krishna Engineering College, Thiruvallur District",ELECTRONICS AND COMMUNICATION ENGINEERING,1680,OC,111,999
"Sri Krishna Engineering College, Thiruvallur District",INFORMATION TECHNOLOGY,1680,OC,114,999
"Sri Krishna Engineering College, Thiruvallur District",MECHANICAL ENGINEERING,1680,OC,108,999
"Sri Krishna Institute of Technology, Chennai",COMPUTER SCIENCE AND ENGINEERING,1683,OC,120,999
"Sri Krishna Institute of Technology, Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,1683,OC,115,999
"Sri Krishna Institute of Technology, Chennai",INFORMATION TECHNOLOGY,1683,OC,117,999
"Sri Krishna Institute of Technology, Chennai",MECHANICAL ENGINEERING,1683,OC,110,999
"Sri Venkateswara Engineering College, Thiruvallur",COMPUTER SCIENCE AND ENGINEERING,1685,OC,119,999
"Sri Venkateswara Engineering College, Thiruvallur",ELECTRONICS AND COMMUNICATION ENGINEERING,1685,OC,114,999
"Sri Venkateswara Engineering College, Thiruvallur",INFORMATION TECHNOLOGY,1685,OC,116,999
"Sri Venkateswara Engineering College, Thiruvallur",MECHANICAL ENGINEERING,1685,OC,111,999
"Sri Krishna Institute of Technology, Vellore",COMPUTER SCIENCE AND ENGINEERING,1688,OC,118,999
"Sri Krishna Institute of Technology, Vellore",ELECTRONICS AND COMMUNICATION ENGINEERING,1688,OC,113,999
"Sri Krishna Institute of Technology, Vellore",INFORMATION TECHNOLOGY,1688,OC,115,999
"Sri Krishna Institute of Technology, Vellore",MECHANICAL ENGINEERING,1688,OC,110,999
"Sri Venkateswara College of Engineering and Technology, Vellore District",COMPUTER SCIENCE AND ENGINEERING,1690,OC,122,999
"Sri Venkateswara College of Engineering and Technology, Vellore District",ELECTRONICS AND COMMUNICATION ENGINEERING,1690,OC,117,999
"Sri Venkateswara College of Engineering and Technology, Vellore District",INFORMATION TECHNOLOGY,1690,OC,120,999
"Sri Venkateswara College of Engineering and Technology, Vellore District",MECHANICAL ENGINEERING,1690,OC,112,999
"Sri Krishna Engineering College, Tiruvannamalai District",COMPUTER SCIENCE AND ENGINEERING,1693,OC,119,999
"Sri Krishna Engineering College, Tiruvannamalai District",ELECTRONICS AND COMMUNICATION ENGINEERING,1693,OC,114,999
"Sri Krishna Engineering College, Tiruvannamalai District",INFORMATION TECHNOLOGY,1693,OC,116,999
"Sri Krishna Engineering College, Tiruvannamalai District",MECHANICAL ENGINEERING,1693,OC,111,999
"Sri Krishna Institute of Technology, Tiruvannamalai",COMPUTER SCIENCE AND ENGINEERING,1695,OC,118,999
"Sri Krishna Institute of Technology, Tiruvannamalai",ELECTRONICS AND COMMUNICATION ENGINEERING,1695,OC,113,999
"Sri Krishna Institute of Technology, Tiruvannamalai",INFORMATION TECHNOLOGY,1695,OC,115,999
"Sri Krishna Institute of Technology, Tiruvannamalai",MECHANICAL ENGINEERING,1695,OC,110,999
"College Name",Branch Name,College Code,OC,NaN,999
"College Name",Branch Name,College Code,BC,NaN,999
"College Name",Branch Name,College Code,BCM,NaN,999
"College Name",Branch Name,College Code,MBC,NaN,999
"College Name",Branch Name,College Code,SC,NaN,999
"College Name",Branch Name,College Code,SCA,NaN,999
"College Name",Branch Name,College Code,ST,NaN,999
"Sri Krishna Engineering College, Kallakurichi District",COMPUTER SCIENCE AND ENGINEERING,1698,OC,117,999
"Sri Krishna Engineering College, Kallakurichi District",ELECTRONICS AND COMMUNICATION ENGINEERING,1698,OC,112,999
"Sri Krishna Engineering College, Kallakurichi District",INFORMATION TECHNOLOGY,1698,OC,114,999
"Sri Krishna Engineering College, Kallakurichi District",MECHANICAL ENGINEERING,1698,OC,109,999
"Sri Venkateswara Engineering Institute, Kallakurichi",COMPUTER SCIENCE AND ENGINEERING,1700,OC,119,999
"Sri Venkateswara Engineering Institute, Kallakurichi",ELECTRONICS AND COMMUNICATION ENGINEERING,1700,OC,114,999
"Sri Venkateswara Engineering Institute, Kallakurichi",INFORMATION TECHNOLOGY,1700,OC,116,999
"Sri Venkateswara Engineering Institute, Kallakurichi",MECHANICAL ENGINEERING,1700,OC,111,999
"Sri Krishna Institute of Technology, Kallakurichi",COMPUTER SCIENCE AND ENGINEERING,1702,OC,118,999
"Sri Krishna Institute of Technology, Kallakurichi",ELECTRONICS AND COMMUNICATION ENGINEERING,1702,OC,113,999
"Sri Krishna Institute of Technology, Kallakurichi",INFORMATION TECHNOLOGY,1702,OC,115,999
"Sri Krishna Institute of Technology, Kallakurichi",MECHANICAL ENGINEERING,1702,OC,110,999
"Sri Krishna Engineering College, Villupuram",COMPUTER SCIENCE AND ENGINEERING,1705,OC,116,999
"Sri Krishna Engineering College, Villupuram",ELECTRONICS AND COMMUNICATION ENGINEERING,1705,OC,111,999
"Sri Krishna Engineering College, Villupuram",INFORMATION TECHNOLOGY,1705,OC,113,999
"Sri Krishna Engineering College, Villupuram",MECHANICAL ENGINEERING,1705,OC,108,999
"Sri Venkateswara College of Engineering, Villupuram District",COMPUTER SCIENCE AND ENGINEERING,1708,OC,121,999
"Sri Venkateswara College of Engineering, Villupuram District",ELECTRONICS AND COMMUNICATION ENGINEERING,1708,OC,116,999
"Sri Venkateswara College of Engineering, Villupuram District",INFORMATION TECHNOLOGY,1708,OC,119,999
"Sri Venkateswara College of Engineering, Villupuram District",MECHANICAL ENGINEERING,1708,OC,112,999
"Sri Krishna Institute of Technology, Villupuram District",COMPUTER SCIENCE AND ENGINEERING,1710,OC,117,999
"Sri Krishna Institute of Technology, Villupuram District",ELECTRONICS AND COMMUNICATION ENGINEERING,1710,OC,112,999
"Sri Krishna Institute of Technology, Villupuram District",INFORMATION TECHNOLOGY,1710,OC,114,999
"Sri Krishna Institute of Technology, Villupuram District",MECHANICAL ENGINEERING,1710,OC,109,999
"Sri Krishna Engineering Institute, Villupuram",COMPUTER SCIENCE AND ENGINEERING,1712,OC,118,999
"Sri Krishna Engineering Institute, Villupuram",ELECTRONICS AND COMMUNICATION ENGINEERING,1712,OC,113,999
"Sri Krishna Engineering Institute, Villupuram",INFORMATION TECHNOLOGY,1712,OC,115,999
"Sri Krishna Engineering Institute, Villupuram",MECHANICAL ENGINEERING,1712,OC,110,999
"Sri Krishna Engineering College, Cuddalore",COMPUTER SCIENCE AND ENGINEERING,1715,OC,116,999
"Sri Krishna Engineering College, Cuddalore",ELECTRONICS AND COMMUNICATION ENGINEERING,1715,OC,111,999
"Sri Krishna Engineering College, Cuddalore",INFORMATION TECHNOLOGY,1715,OC,113,999
"Sri Krishna Engineering College, Cuddalore",MECHANICAL ENGINEERING,1715,OC,108,999
"Sri Venkateswara Institute of Technology, Cuddalore District",COMPUTER SCIENCE AND ENGINEERING,1718,OC,120,999
"Sri Venkateswara Institute of Technology, Cuddalore District",ELECTRONICS AND COMMUNICATION ENGINEERING,1718,OC,115,999
"Sri Venkateswara Institute of Technology, Cuddalore District",INFORMATION TECHNOLOGY,1718,OC,118,999
"Sri Venkateswara Institute of Technology, Cuddalore District",MECHANICAL ENGINEERING,1718,OC,111,999
"Sri Krishna Institute of Engineering, Cuddalore",COMPUTER SCIENCE AND ENGINEERING,1720,OC,117,999
"Sri Krishna Institute of Engineering, Cuddalore",ELECTRONICS AND COMMUNICATION ENGINEERING,1720,OC,112,999
"Sri Krishna Institute of Engineering, Cuddalore",INFORMATION TECHNOLOGY,1720,OC,114,999
"Sri Krishna Institute of Engineering, Cuddalore",MECHANICAL ENGINEERING,1720,OC,109,999
